Student_ID,Study_Hours_Per_Week,Attendance_Percent,Quiz_Avg_Score,Sleep_Hours_Per_Night,Social_Media_Hours_Per_Day,Previous_GPA,Extracurricular_Activities,Parent_Education_Level,Current_GPA,Final_Score,Pass_Fail,Grade,Risk_Level,Parent_Education_Level_Encoded,Pass_Fail_Encoded,Grade_Encoded,Risk_Level_Encoded,Study_Efficiency,Sleep_Study_Ratio,Social_Media_Risk,Attendance_Study_Product,Study_Hours_Per_Week_scaled,Attendance_Percent_scaled,Quiz_Avg_Score_scaled,Sleep_Hours_Per_Night_scaled,Social_Media_Hours_Per_Day_scaled,Previous_GPA_scaled,Extracurricular_Activities_scaled,Parent_Education_Level_Encoded_scaled,Study_Efficiency_scaled,Sleep_Study_Ratio_scaled,Social_Media_Risk_scaled,Attendance_Study_Product_scaled,Current_GPA_scaled,Final_Score_scaled,Feature_Set,Cluster,PCA1,PCA2
S1030,17.1,66.4,44.5,5.3,2.8,3.74,0,Bachelor,1.24,22.1,Fail,F,High Risk,1,0,3,0,2.46,2.08,0.94,11.35,-0.3115768799581793,-1.0018101921289766,-1.1534622462919342,-1.2039974205586892,-0.0279574228133924,1.3026723264575348,-1.1751393027860062,-0.0774391245749257,-0.2881240507892713,-0.2574745131666374,0.4967256547235022,-0.569160419770368,-2.352238924619718,-2.2352246148256043,"[np.float64(-0.31157687995817934), np.float64(-1.0018101921289766), np.float64(-1.1534622462919342), np.float64(-1.2039974205586892), np.float64(-0.02795742281339246), np.float64(1.3026723264575348), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.2881240507892713), np.float64(-0.2574745131666374), np.float64(0.4967256547235022), np.float64(-0.569160419770368), np.float64(-2.352238924619718), np.float64(-2.2352246148256043)]",0,-2.202943793384928,2.4511289297228775
S1031,14.0,89.6,59.9,7.2,1.3,2.62,0,Bachelor,2.44,46.6,Fail,F,Medium Risk,1,0,3,2,3.99,3.43,0.14,12.54,-0.6355428454683697,0.7329843380196143,-0.355591364355851,0.1031997789050307,-0.6071857960190336,-0.226093553957025,-1.1751393027860062,-0.0774391245749257,-0.1410945275664522,-0.0936094402008819,-0.5883612432580437,-0.4214870625276159,0.6199488289273622,-0.096779898039683,"[np.float64(-0.6355428454683697), np.float64(0.7329843380196143), np.float64(-0.35559136435585104), np.float64(0.10319977890503075), np.float64(-0.6071857960190336), np.float64(-0.22609355395702502), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.1410945275664522), np.float64(-0.09360944020088198), np.float64(-0.5883612432580437), np.float64(-0.4214870625276159), np.float64(0.6199488289273622), np.float64(-0.09677989803968304)]",0,-0.0600318769462024,-0.8137764848408471
S1032,38.5,55.1,31.6,4.3,3.1,2.77,0,Master,1.91,47.4,Fail,F,Medium Risk,2,0,3,2,0.8,0.77,1.39,21.21,1.9248333335637784,-1.8467747693134204,-1.8218086344072244,-1.891995946592226,0.0878882518277358,-0.0213481235443608,-1.1751393027860062,1.028834083638298,-0.4476462785996501,-0.4164843247111852,1.107087034838122,0.654418825955293,-0.6927674288892649,-0.0269531317772858,"[np.float64(1.9248333335637782), np.float64(-1.8467747693134204), np.float64(-1.8218086344072244), np.float64(-1.891995946592226), np.float64(0.08788825182773588), np.float64(-0.021348123544360897), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(-0.44764627859965017), np.float64(-0.4164843247111852), np.float64(1.1070870348381219), np.float64(0.654418825955293), np.float64(-0.6927674288892649), np.float64(-0.026953131777285852)]",0,0.5718220336791786,2.78752353087188
S1033,19.9,79.0,73.0,7.5,0.4,1.58,1,Master,3.15,66.5,Pass,C,Low Risk,2,1,1,1,3.49,2.55,0.08,15.72,-0.0189624594973627,-0.0596373007551729,0.3231169832651028,0.3095993367150916,-0.9547228199424184,-1.6456618714848306,0.8509629433967631,1.028834083638298,-0.189143391364759,-0.2004251914674484,-0.6697427606066597,-0.026864141492362,2.378493249776051,1.640160912737453,"[np.float64(-0.018962459497362756), np.float64(-0.0596373007551729), np.float64(0.32311698326510285), np.float64(0.30959933671509166), np.float64(-0.9547228199424184), np.float64(-1.6456618714848306), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.18914339136475908), np.float64(-0.20042519146744847), np.float64(-0.6697427606066597), np.float64(-0.026864141492362038), np.float64(2.378493249776051), np.float64(1.640160912737453)]",0,1.690125184916289,-1.6852852750398586
S1034,9.4,61.8,77.9,6.8,6.6,3.21,1,Master,2.58,34.7,Fail,F,High Risk,2,0,3,0,7.49,4.71,2.52,5.81,-1.116266536225426,-1.3457780731067153,0.5769849911538568,-0.1719996315083841,1.4394211226408984,0.5792384723327875,0.8509629433967631,1.028834083638298,0.195247519021696,0.0617589252777601,2.639772278237056,-1.2566481501273823,0.9667040668411886,-1.1354530461928447,"[np.float64(-1.116266536225426), np.float64(-1.3457780731067153), np.float64(0.5769849911538568), np.float64(-0.17199963150838418), np.float64(1.4394211226408984), np.float64(0.5792384723327875), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(0.19524751902169604), np.float64(0.06175892527776013), np.float64(2.639772278237056), np.float64(-1.2566481501273825), np.float64(0.9667040668411886), np.float64(-1.1354530461928447)]",0,-1.911318352704017,1.8875166550884308
S1035,28.2,70.2,55.3,6.3,2.1,3.26,1,Bachelor,2.16,50.8,Pass,D,Medium Risk,1,1,2,2,1.89,1.53,0.63,19.8,0.8484302868686303,-0.7176628121908454,-0.5939164329861097,-0.5159988945251526,-0.2982639969760249,0.6474869491370087,0.8509629433967631,-0.0774391245749257,-0.3428997555193412,-0.3242343577082414,0.0762544817556532,0.4794445119113596,-0.0735616469002892,0.2698106248379031,"[np.float64(0.8484302868686303), np.float64(-0.7176628121908454), np.float64(-0.5939164329861097), np.float64(-0.5159988945251526), np.float64(-0.2982639969760249), np.float64(0.6474869491370087), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.3428997555193412), np.float64(-0.3242343577082414), np.float64(0.0762544817556532), np.float64(0.47944451191135967), np.float64(-0.07356164690028928), np.float64(0.26981062483790313)]",0,0.7970319071760966,0.778573905524584
S1036,7.8,80.7,96.5,4.6,1.8,2.75,0,Master,2.11,33.0,Fail,F,High Risk,2,0,3,0,10.97,3.79,0.35,6.29,-1.28347477648875,0.0674812639539913,1.5406472251805543,-1.685596388782165,-0.4141096716171532,-0.0486475142660494,-1.1751393027860062,1.028834083638298,0.529667611057912,-0.0499120874100138,-0.3035259325378879,-1.1970824261975328,-0.1974028032980849,-1.2838349245004397,"[np.float64(-1.28347477648875), np.float64(0.06748126395399137), np.float64(1.5406472251805543), np.float64(-1.685596388782165), np.float64(-0.4141096716171532), np.float64(-0.048647514266049484), np.float64(-1.1751393027860062), np.float64(1.0288340836382979), np.float64(0.529667611057912), np.float64(-0.04991208741001389), np.float64(-0.30352593253788795), np.float64(-1.1970824261975328), np.float64(-0.19740280329808496), np.float64(-1.2838349245004395)]",0,-1.8959690564723422,-0.6319149509306671
S1037,22.1,67.1,40.5,7.8,2.6,3.7,0,Bachelor,2.33,22.1,Fail,F,High Risk,1,0,3,0,1.75,2.39,0.86,14.83,0.2109488708647079,-0.9494672537193216,-1.3607014364052024,0.5159988945251526,-0.1051878725741445,1.2480735450141576,-1.1751393027860062,-0.0774391245749257,-0.356353437382867,-0.2198462371522787,0.3882169649253477,-0.1373089212789582,0.3474982848522135,-2.2352246148256043,"[np.float64(0.21094887086470795), np.float64(-0.9494672537193217), np.float64(-1.3607014364052024), np.float64(0.5159988945251526), np.float64(-0.10518787257414451), np.float64(1.2480735450141576), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.35635343738286707), np.float64(-0.21984623715227872), np.float64(0.3882169649253477), np.float64(-0.13730892127895827), np.float64(0.34749828485221357), np.float64(-2.2352246148256043)]",0,-0.6730959473614572,1.7176904196254763
S1038,0.4,74.2,35.7,6.2,2.9,2.53,0,High School,1.97,34.0,Fail,F,High Risk,0,0,3,0,25.5,39.45,0.75,0.3,-2.056812887706623,-0.4185603069928124,-1.6093884645411245,-0.584798747128506,0.0106578020669836,-0.348940812204624,-1.1751393027860062,-1.1837123327881494,1.9259675930367104,4.278553469596532,0.2390175164528851,-1.9404130227387808,-0.5441580412119107,-1.1965514666724426,"[np.float64(-2.056812887706623), np.float64(-0.4185603069928124), np.float64(-1.6093884645411243), np.float64(-0.584798747128506), np.float64(0.010657802066983652), np.float64(-0.348940812204624), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(1.9259675930367102), np.float64(4.278553469596532), np.float64(0.2390175164528851), np.float64(-1.9404130227387808), np.float64(-0.5441580412119107), np.float64(-1.1965514666724426)]",0,-4.939095980177293,-1.34375097893761
S1039,6.7,95.1,69.5,5.2,0.2,3.25,1,High School,1.65,44.5,Fail,F,Medium Risk,0,0,3,2,9.03,4.92,0.01,6.37,-1.3984304416697853,1.1442502826669096,0.141782691915993,-1.2727972731620427,-1.0319532697031704,0.6338372537761647,0.8509629433967631,-1.1837123327881494,0.3432380195204811,0.0872490477390998,-0.764687864180045,-1.1871548055425576,-1.336741442157799,-0.2800751594784764,"[np.float64(-1.3984304416697853), np.float64(1.1442502826669096), np.float64(0.14178269191599305), np.float64(-1.2727972731620427), np.float64(-1.0319532697031704), np.float64(0.6338372537761647), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(0.34323801952048116), np.float64(0.08724904773909985), np.float64(-0.764687864180045), np.float64(-1.1871548055425576), np.float64(-1.336741442157799), np.float64(-0.28007515947847644)]",0,-1.6498504689293456,-1.0922624993520176
S1040,22.0,71.3,85.9,3.2124999999999986,3.4,1.98,1,High School,1.56,58.2,Pass,D,Medium Risk,0,1,2,2,3.73,0.99,0.98,15.69,0.20049835584825,-0.6354096232613867,0.9914633713803936,-2.640194343653698,0.203733926468864,-1.0996740570510593,0.8509629433967631,-1.1837123327881494,-0.1660799367415718,-0.3897803868945435,0.5509799996225796,-0.0305869992379777,-1.5596555236738296,0.91570821276508,"[np.float64(0.20049835584825007), np.float64(-0.6354096232613867), np.float64(0.9914633713803935), np.float64(-2.640194343653698), np.float64(0.20373392646886404), np.float64(-1.0996740570510593), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.16607993674157182), np.float64(-0.38978038689454353), np.float64(0.5509799996225796), np.float64(-0.03058699923797778), np.float64(-1.5596555236738296), np.float64(0.9157082127650799)]",0,-0.16381870113264432,0.7437392343922694
S1041,27.4,92.5,98.7,7.0,0.8,2.78,1,Bachelor,2.58,53.5,Pass,D,Medium Risk,1,1,2,2,3.48,1.74,0.06,25.34,0.7648261667369682,0.9498336542881888,1.654628779742852,-0.0343999263016767,-0.8002619204209138,-0.0076984281835169,0.8509629433967631,-0.0774391245749257,-0.1901043686407252,-0.2987442352469016,-0.6968699330561983,1.166932242268374,0.9667040668411886,0.5054759609734947,"[np.float64(0.7648261667369682), np.float64(0.9498336542881887), np.float64(1.654628779742852), np.float64(-0.034399926301676716), np.float64(-0.8002619204209138), np.float64(-0.007698428183516904), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.19010436864072525), np.float64(-0.29874423524690163), np.float64(-0.6968699330561983), np.float64(1.1669322422683739), np.float64(0.9667040668411886), np.float64(0.5054759609734947)]",0,1.9886917324922115,-1.5213758403925117
S1042,21.7,63.1,55.8,9.7,3.8,2.66,0,Bachelor,2.22,48.9,Fail,F,Medium Risk,1,0,3,2,2.46,3.03,1.4,13.69,0.1691468107988767,-1.248569758917354,-0.5680115342219512,1.823196093988872,0.3581948259903683,-0.1714947725136478,-1.1751393027860062,-0.0774391245749257,-0.2881240507892713,-0.1421620544129576,1.120650621062891,-0.2787775156123512,0.0750477407770648,0.1039720549647093,"[np.float64(0.16914681079887675), np.float64(-1.2485697589173541), np.float64(-0.5680115342219512), np.float64(1.8231960939888718), np.float64(0.35819482599036834), np.float64(-0.17149477251364784), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.2881240507892713), np.float64(-0.14216205441295768), np.float64(1.120650621062891), np.float64(-0.2787775156123512), np.float64(0.07504774077706486), np.float64(0.10397205496470933)]",0,-0.07868351279229237,1.3454250905542715
S1043,18.8,87.9,86.6,9.5,5.2,2.98,1,Master,2.64,69.6,Pass,C,Low Risk,2,1,1,1,4.37,3.41,0.63,16.53,-0.1339181246783977,0.6058657733104511,1.0277302296502149,1.685596388782165,0.8988079743156335,0.265295479033369,0.8509629433967631,1.028834083638298,-0.1045773910797389,-0.0960370709114857,0.0762544817556532,0.0736530176392592,1.1153134545185428,1.9107396320042425,"[np.float64(-0.13391812467839775), np.float64(0.6058657733104511), np.float64(1.0277302296502149), np.float64(1.685596388782165), np.float64(0.8988079743156335), np.float64(0.26529547903336903), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.10457739107973897), np.float64(-0.09603707091148576), np.float64(0.0762544817556532), np.float64(0.07365301763925924), np.float64(1.1153134545185428), np.float64(1.9107396320042425)]",0,1.2745906714702508,-1.0556110461762358
S1044,17.0,100.0,64.2,6.3,4.9,2.5,1,High School,2.57,51.3,Pass,D,Medium Risk,0,1,2,2,3.57,2.49,0.0,17.0,-0.3220273949746373,1.5106508515345007,-0.1328092349840873,-0.5159988945251526,0.7829622996745054,-0.3898898982871566,0.8509629433967631,-1.1837123327881494,-0.18145557315703,-0.2077080835992598,-0.7782514504048142,0.1319777889872368,0.9419358355616292,0.3134523537519015,"[np.float64(-0.3220273949746373), np.float64(1.5106508515345007), np.float64(-0.13280923498408737), np.float64(-0.5159988945251526), np.float64(0.7829622996745054), np.float64(-0.3898898982871566), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.18145557315703), np.float64(-0.2077080835992598), np.float64(-0.7782514504048142), np.float64(0.13197778898723686), np.float64(0.9419358355616291), np.float64(0.3134523537519015)]",0,0.7413876804525074,-0.9569413528002079
S1045,5.2,42.925,61.5,6.1,2.4,2.69,0,High School,1.11,32.7,Fail,F,High Risk,0,0,3,0,9.92,7.24,1.37,2.23,-1.5551881669166514,-2.7571680195099337,-0.2726956883105436,-0.65359859973186,-0.1824183223348967,-0.1305456864311152,-1.1751393027860062,-1.1837123327881494,0.4287649970814675,0.3688542101691388,1.079959862388583,-1.7009091744375109,-2.6742259312539844,-1.3100199618488382,"[np.float64(-1.5551881669166514), np.float64(-2.7571680195099337), np.float64(-0.27269568831054364), np.float64(-0.65359859973186), np.float64(-0.18241832233489674), np.float64(-0.13054568643111525), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(0.4287649970814675), np.float64(0.3688542101691388), np.float64(1.0799598623885833), np.float64(-1.7009091744375107), np.float64(-2.6742259312539844), np.float64(-1.3100199618488382)]",0,-3.721721906341905,2.1368218084845516
S1046,12.8,68.0,82.7,7.7,2.2,3.46,1,PhD,1.48,46.8,Fail,F,Medium Risk,3,0,3,2,5.99,3.99,0.7,8.7,-0.7609490256658625,-0.8821691900497638,0.8256720192897787,0.4471990419217991,-0.2596487720956488,0.9204808563538944,0.8509629433967631,2.1351072918515213,0.0511009276267753,-0.025635780303976,0.1711995853290384,-0.8980128539664128,-1.7578013739103018,-0.079323206474084,"[np.float64(-0.7609490256658625), np.float64(-0.8821691900497638), np.float64(0.8256720192897787), np.float64(0.4471990419217991), np.float64(-0.2596487720956488), np.float64(0.9204808563538945), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(0.051100927626775365), np.float64(-0.02563578030397604), np.float64(0.17119958532903842), np.float64(-0.8980128539664128), np.float64(-1.7578013739103018), np.float64(-0.07932320647408404)]",0,-1.5313624139780526,0.48346892555419285
S1047,15.4,88.7,78.0,5.5,0.5,2.45,1,High School,2.5,37.9,Fail,F,High Risk,0,0,3,0,4.76,2.39,0.06,13.66,-0.4892356352379611,0.6656862743500574,0.5821659709066883,-1.0663977153519817,-0.9161075950620422,-0.4581383750913777,0.8509629433967631,-1.1837123327881494,-0.0670992773170596,-0.2198462371522787,-0.6968699330561983,-0.2825003733579667,0.7685582166047165,-0.8561459811432554,"[np.float64(-0.48923563523796115), np.float64(0.6656862743500574), np.float64(0.5821659709066883), np.float64(-1.0663977153519817), np.float64(-0.9161075950620422), np.float64(-0.4581383750913777), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.06709927731705963), np.float64(-0.21984623715227872), np.float64(-0.6968699330561983), np.float64(-0.2825003733579667), np.float64(0.7685582166047165), np.float64(-0.8561459811432554)]",0,-0.04501423609439005,-0.9955400966548934
S1048,30.6,77.0,33.5,7.5,4.5,1.51,1,Bachelor,1.74,55.7,Pass,D,Medium Risk,1,1,2,2,1.06,1.68,1.03,23.56,1.0992426472636163,-0.2091885533541894,-1.723370019103422,0.3095993367150916,0.6285014001530009,-1.7412097390107406,0.8509629433967631,-0.0774391245749257,-0.4226608694245305,-0.306027127378713,0.6187979307464262,0.9460426826951814,-1.1138273606417677,0.6974995681950878,"[np.float64(1.0992426472636163), np.float64(-0.20918855335418943), np.float64(-1.723370019103422), np.float64(0.30959933671509166), np.float64(0.6285014001530009), np.float64(-1.7412097390107406), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.42266086942453057), np.float64(-0.30602712737871307), np.float64(0.6187979307464262), np.float64(0.9460426826951814), np.float64(-1.1138273606417677), np.float64(0.6974995681950878)]",0,0.9008314356989563,1.5343088373723681
S1049,23.4,85.6,94.5,8.1,0.9,4.0,1,Bachelor,2.13,55.7,Pass,D,Medium Risk,1,1,2,2,3.87,2.35,0.13,20.03,0.3468055660786583,0.4338818328215812,1.4370276301239202,0.7223984523352134,-0.7616466955405379,1.6575644058394858,0.8509629433967631,-0.0774391245749257,-0.1526262548780458,-0.2247014985734862,-0.601924829482813,0.5079864212944127,-0.1478663407389669,0.6974995681950878,"[np.float64(0.34680556607865837), np.float64(0.4338818328215812), np.float64(1.4370276301239202), np.float64(0.7223984523352134), np.float64(-0.7616466955405379), np.float64(1.6575644058394858), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.15262625487804585), np.float64(-0.22470149857348629), np.float64(-0.601924829482813), np.float64(0.5079864212944127), np.float64(-0.1478663407389669), np.float64(0.6974995681950878)]",0,1.076609902629134,-1.0501951181898785
S1050,2.4,70.9,92.6,8.8,2.1,3.91,0,Bachelor,2.2,48.7,Fail,F,Medium Risk,1,0,3,2,27.24,19.87,0.61,1.7,-1.8478025873774684,-0.6653198737811894,1.3385890148201174,1.20399742055869,-0.2982639969760249,1.5347171475918877,-1.1751393027860062,-0.0774391245749257,2.0931776390548182,1.901903003915428,0.0491273093061145,-1.7666796612767195,0.0255112782179468,0.0865153633991103,"[np.float64(-1.8478025873774684), np.float64(-0.6653198737811894), np.float64(1.3385890148201174), np.float64(1.2039974205586899), np.float64(-0.2982639969760249), np.float64(1.5347171475918875), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(2.0931776390548182), np.float64(1.901903003915428), np.float64(0.04912730930611454), np.float64(-1.7666796612767197), np.float64(0.02551127821794681), np.float64(0.08651536339911035)]",0,-3.0325735873154542,-1.9834458633245449
S1051,23.2,81.3,52.5,6.8,1.0,1.77,0,High School,2.33,35.4,Fail,F,High Risk,0,0,3,0,2.17,1.99,0.19,18.86,0.3259045360457429,0.1123466397336959,-0.7389838660653975,-0.1719996315083841,-0.7230314706601618,-1.3863176596287892,-1.1751393027860062,-1.1837123327881494,-0.3159923917922893,-0.2683988513643544,-0.5205433121341971,0.362794969215404,0.3474982848522135,-1.0743546257132472,"[np.float64(0.32590453604574293), np.float64(0.1123466397336959), np.float64(-0.7389838660653975), np.float64(-0.17199963150838418), np.float64(-0.7230314706601618), np.float64(-1.3863176596287892), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.31599239179228933), np.float64(-0.2683988513643544), np.float64(-0.5205433121341971), np.float64(0.36279496921540405), np.float64(0.34749828485221357), np.float64(-1.0743546257132472)]",0,0.38175768644760094,0.10944800252609416
